text,true_labels,predicted_labels,missed_labels,extra_labels,largest_decision_margin,source_name,source_type,technique_id,technique_name
BackConfig has used compressed and decimal encoded VBS scripts.,stealth,execution|stealth,,execution,0.18508052020481103,BackConfig,malware,T1027.010,Command Obfuscation
APT33 has used a variety of publicly available tools like LaZagne to gather credentials.,credential-access,credential-access|resource-development,,resource-development,0.18403480238752734,APT33,intrusion-set,T1552.001,Credentials In Files
"If installing itself as a service fails, Elise instead writes itself as a file named svchost.exe saved in %APPDATA%\Microsoft\Network.",stealth,privilege-escalation|stealth,,privilege-escalation,0.18284677925911375,Elise,malware,T1036.005,Match Legitimate Resource Name or Location
DarkTortilla has used `%HiddenReg%` and `%HiddenKey%` as part of its persistence via the Windows registry.,stealth,persistence,stealth,persistence,0.17933930790933994,DarkTortilla,malware,T1564,Hide Artifacts
"LAPSUS$ has gathered employee email addresses, including personal accounts, for social engineering and initial access efforts.",reconnaissance,reconnaissance|resource-development,,resource-development,0.17656904859867173,LAPSUS$,intrusion-set,T1589.002,Email Addresses
NPPSPY captures user input into the Winlogon process by redirecting RPC traffic from legitimate listening DLLs within the operating system to a newly registered malicious item that allows for recording logon information in cleartext.,collection|credential-access,collection|defense-impairment,credential-access,defense-impairment,0.1764892994829974,NPPSPY,tool,T1056,Input Capture
Pillowmint has stored a compressed payload in the Registry key HKLM\SOFTWARE\Microsoft\DRM .,stealth,persistence|stealth,,persistence,0.1758770115664955,Pillowmint,malware,T1027.011,Fileless Storage
CORESHELL C2 messages are Base64-encoded.,command-and-control,stealth,command-and-control,stealth,0.1746237922800884,CORESHELL,malware,T1132.001,Standard Encoding
"During Operation Dream Job, Lazarus Group lured users into executing a malicious link to disclose private account information or provide initial access.",execution,execution|persistence,,persistence,0.1734295216089775,Operation Dream Job,campaign,T1204.001,Malicious Link
"LAPSUS$ has targeted various collaboration tools like Slack, Teams, JIRA, Confluence, and others to hunt for exposed credentials to support privilege escalation and lateral movement.",credential-access,privilege-escalation,credential-access,privilege-escalation,0.17292237989962556,LAPSUS$,intrusion-set,T1552.008,Chat Messages
Qilin can exclude specific directories and files from encryption.,discovery,collection,discovery,collection,0.17093618000785926,Qilin,malware,T1083,File and Directory Discovery
"Stuxnet checks for specific operating systems on 32-bit machines, Registry keys, and dates for vulnerabilities, and will exit execution if the values are not met.",stealth,discovery,stealth,discovery,0.16938638148524898,Stuxnet,malware,T1480,Execution Guardrails
Elise exfiltrates data using cookie values that are Base64-encoded.,command-and-control,stealth,command-and-control,stealth,0.16697374115377517,Elise,malware,T1132.001,Standard Encoding
Mis-Type may create a file containing the results of the command cmd.exe /c net user {Username} .,discovery,execution,discovery,execution,0.166140052076578,Mis-Type,malware,T1087.001,Local Account
Empire can find shared drives on the local system.,discovery,collection|discovery,,collection,0.16613726397285933,Empire,tool,T1135,Network Share Discovery
"KARAE was distributed through torrent file-sharing websites to South Korean victims, using a YouTube video downloader application as a lure.",initial-access,command-and-control|initial-access,,command-and-control,0.1657695807946239,KARAE,malware,T1189,Drive-by Compromise
Kivars has the ability to remotely trigger keyboard input and mouse clicks.,lateral-movement,collection,lateral-movement,collection,0.1656276540809709,Kivars,malware,T1021,Remote Services
"BPFDoor starts a shell on a high TCP port starting at 42391 up to 43391, then changes the local `iptables` rules to redirect all packets from the attacker to the shell port.",defense-impairment,persistence,defense-impairment,persistence,0.1620465721229618,BPFDoor,malware,T1686,Disable or Modify System Firewall
Emotet has encrypted data before sending to the C2 server.,command-and-control,collection,command-and-control,collection,0.16157935971853488,Emotet,malware,T1573,Encrypted Channel
"During RedPenguin, UNC3886 exploited CVE-2025-21590 to bypass Veriexec protections in Junos OS designed to prevent unauthorized binary execution.",execution,stealth,execution,stealth,0.16049077301402415,RedPenguin,campaign,T1203,Exploitation for Client Execution
LAMEHUG has used the Hugging Face API to query the Qwen2.5-Coder-32B-Instruct LLM to generate one-line Windows commands for the collection of system information and documents in specific folders on compromised hosts. LAMEHUG subsequently executed the returned commands and exfiltrated the collected files and information to adversary-controlled C2 servers.,command-and-control,execution|exfiltration,command-and-control,execution|exfiltration,0.16040278450205048,LAMEHUG,malware,T1102.002,Bidirectional Communication
LockBit 3.0 can exclude files associated with core system functions from encryption.,discovery,collection|stealth,discovery,collection|stealth,0.15929938953092115,LockBit 3.0,malware,T1083,File and Directory Discovery
The net start and net stop commands can be used in Net to execute or stop Windows services.,execution,impact,execution,impact,0.15547997069545016,Net,tool,T1569.002,Service Execution
CHOPSTICK is capable of performing remote file transmission.,command-and-control,lateral-movement,command-and-control,lateral-movement,0.15413744385611028,CHOPSTICK,malware,T1105,Ingress Tool Transfer
Embargo has utilized a BAT script to disable security solutions.,execution,defense-impairment|execution|persistence,,defense-impairment|persistence,0.15300830626287043,Embargo,malware,T1059.003,Windows Command Shell
WellMess can send files from the victim machine to C2.,collection,command-and-control,collection,command-and-control,0.15234445424273668,WellMess,malware,T1005,Data from Local System
The DustySky dropper uses Windows Management Instrumentation to extract information about the operating system and whether an anti-virus is active.,execution,discovery,execution,discovery,0.14802310572581467,DustySky,malware,T1047,Windows Management Instrumentation
Impacket modules like GetUserSPNs can be used to get Service Principal Names (SPNs) for user accounts. The output is formatted to be compatible with cracking tools like John the Ripper and Hashcat.,credential-access,stealth,credential-access,stealth,0.14747403236391743,Impacket,tool,T1558.003,Kerberoasting
"NPPSPY opens a new network listener for the mpnotify.exe process that is typically contacted by the Winlogon process in Windows. A new, alternative RPC channel is set up with a malicious DLL recording plaintext credentials entered into Winlogon, effectively intercepting and redirecting the logon information.",collection|credential-access,credential-access|privilege-escalation,collection,privilege-escalation,0.14347834477337007,NPPSPY,tool,T1557,Adversary-in-the-Middle
Impacket can be used to sniff network traffic via an interface or raw socket.,credential-access|discovery,command-and-control|credential-access|discovery,,command-and-control,0.1433884070445156,Impacket,tool,T1040,Network Sniffing
MultiLayer Wiper removes the Volume Shadow Copy (VSS) service from infected devices along with all present shadow copies.,defense-impairment,impact,defense-impairment,impact,0.14331295158587176,MultiLayer Wiper,malware,T1685,Disable or Modify Tools
Stuxnet uses an RPC server that contains a file dropping routine and support for payload version updates for P2P communications within a victim network.,lateral-movement,command-and-control,lateral-movement,command-and-control,0.14290251840425483,Stuxnet,malware,T1570,Lateral Tool Transfer
LAPSUS$ has deleted the target's systems and resources both on-premises and in the cloud.,impact,stealth,impact,stealth,0.14214774335220537,LAPSUS$,intrusion-set,T1485,Data Destruction
LockBit 2.0 can exclude files associated with core system functions from encryption.,discovery,collection|stealth,discovery,collection|stealth,0.13863446929754641,LockBit 2.0,malware,T1083,File and Directory Discovery
"During Operation Dream Job, Lazarus Group digitally signed their malware and the dbxcli utility.",resource-development,defense-impairment,resource-development,defense-impairment,0.13861822124459278,Operation Dream Job,campaign,T1587.002,Code Signing Certificates
LockBit 3.0 can use PowerShell to apply Group Policy changes.,execution,defense-impairment|execution,,defense-impairment,0.1376080050022348,LockBit 3.0,malware,T1059.001,PowerShell
TrickBot has used a hidden VNC (hVNC) window to monitor the victim and collect information stealthily.,stealth,collection|discovery,stealth,collection|discovery,0.1336896055803819,TrickBot,malware,T1564.003,Hidden Window
LockBit 2.0 can automatically terminate processes that may interfere with the encryption or file extraction processes.,impact,stealth,impact,stealth,0.1308019163643066,LockBit 2.0,malware,T1489,Service Stop
"During Operation AkaiRyū, MirrorFace abused Visual Studio Code (VS Code) remote tunnels to gain access and execute code on compromised machines.",command-and-control,initial-access|persistence,command-and-control,initial-access|persistence,0.12740495648920613,Operation AkaiRyū,campaign,T1219.001,IDE Tunneling
MirrorFace has embedded OneDrive URLs in emails leading to malicious file installation.,initial-access,stealth,initial-access,stealth,0.12657567948442483,MirrorFace,intrusion-set,T1566.002,Spearphishing Link
HermeticWiper has the ability to receive a command parameter to sleep prior to carrying out destructive actions on a targeted host.,discovery|stealth,discovery|impact,stealth,impact,0.12114218048873282,HermeticWiper,malware,T1497.003,Time Based Checks
"During the 2025 Poland Wiper Attacks, the adversaries configured the FortiGate devices to send notifications to an attacker-controlled Slack channel. During the 2025 Poland Wiper Attacks, the adversaries had also staged tools and files on services such as Dropbox and Pastebin.",resource-development,exfiltration,resource-development,exfiltration,0.11985457147451228,2025 Poland Wiper Attacks,campaign,T1583.006,Web Services
